Prefecture,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Nagasaki,Isahaya,2023-02-01,18.46,33.95,10.22,20.54,14.0,5.22,0.4,3.95,44.94,1.91,3.83,0.16,63,Moderate,14.4,63.8,0.048,0.94,4.65,324.5
Nagasaki,Isahaya,2023-03-01,16.95,51.23,10.1,10.81,7.75,4.86,0.65,5.83,24.32,0.95,3.32,0.81,60,Moderate,14.4,59.9,0.061,0.52,4.7,323.5
Nagasaki,Isahaya,2023-04-01,11.59,39.55,8.25,10.08,10.45,2.31,0.32,0.77,15.51,1.49,3.84,0.19,48,Good,6.5,59.6,0.066,0.85,4.61,324.2
Nagasaki,Isahaya,2023-05-01,10.29,21.21,9.78,6.12,10.93,4.13,0.42,3.96,28.64,0.53,1.51,1.22,43,Good,12.8,59.8,0.044,0.71,4.69,323.3
Nagasaki,Isahaya,2023-06-01,7.93,12.76,7.66,11.57,4.62,3.04,0.26,5.2,32.88,0.88,3.72,0.18,33,Good,7.8,69.8,0.055,1.14,4.65,325.2
Nagasaki,Isahaya,2023-07-01,9.54,17.53,7.42,4.87,11.1,2.16,0.2,5.28,30.5,0.02,2.15,0.12,40,Good,6.6,76.7,0.06,0.31,4.66,325.2
Nagasaki,Isahaya,2023-08-01,2.95,15.47,4.73,12.42,9.3,1.97,0.34,1.89,27.57,0.97,3.45,0.54,12,Good,4.5,72.9,0.052,1.28,4.57,322.8
Nagasaki,Isahaya,2023-09-01,13.52,24.57,7.15,9.05,17.41,4.29,0.21,1.57,31.58,1.11,3.48,0.08,52,Moderate,11.2,67.4,0.062,0.68,4.68,323.7
Nagasaki,Isahaya,2023-10-01,10.83,19.25,6.23,17.46,7.09,3.91,0.42,7.68,47.35,1.5,3.1,0.47,45,Good,4.4,75.7,0.029,1.25,4.63,325.3
Nagasaki,Isahaya,2023-11-01,11.28,18.29,14.09,5.95,12.3,4.01,0.27,7.0,33.95,1.27,2.66,0.46,47,Good,7.4,56.0,0.041,0.89,4.61,323.5
Nagasaki,Isahaya,2023-12-01,9.0,35.82,8.79,21.76,17.93,7.49,0.62,11.5,58.55,1.07,2.6,0.87,38,Good,11.0,55.6,0.065,1.0,4.62,323.5
Nagasaki,Isahaya,2024-01-01,16.09,28.77,7.78,19.95,6.6,4.52,0.27,10.35,31.87,0.7,1.35,1.52,58,Moderate,12.0,51.4,0.048,1.25,4.67,322.9
Nagasaki,Isahaya,2024-02-01,19.28,18.37,7.71,11.47,23.28,6.02,0.16,11.23,53.87,1.61,6.39,1.07,65,Moderate,10.2,59.4,0.051,0.55,4.64,322.9
Nagasaki,Isahaya,2024-03-01,16.84,33.45,8.79,13.41,15.89,6.57,0.38,6.13,19.72,0.39,1.68,1.1,60,Moderate,9.4,69.3,0.061,1.15,4.62,323.2
Nagasaki,Isahaya,2024-04-01,6.52,15.91,7.41,6.59,11.01,1.77,0.49,6.16,25.99,0.28,3.8,0.72,27,Good,10.4,59.1,0.056,0.93,4.65,323.2
Nagasaki,Isahaya,2024-05-01,13.22,24.83,4.31,7.28,7.18,3.34,0.35,2.17,21.43,1.11,1.93,1.11,51,Moderate,10.1,76.0,0.062,0.72,4.53,323.8
Nagasaki,Isahaya,2024-06-01,15.18,23.51,8.59,9.77,3.08,4.41,0.21,2.14,17.22,0.8,2.34,0.74,56,Moderate,4.7,80.3,0.052,1.0,4.62,323.2
Nagasaki,Isahaya,2024-07-01,9.08,10.54,8.52,2.95,7.55,1.54,0.35,1.73,19.21,0.43,3.18,1.0,38,Good,5.2,78.3,0.048,0.8,4.6,323.1
Nagasaki,Isahaya,2024-08-01,7.37,23.0,6.55,6.84,11.26,2.12,0.31,6.55,31.59,0.82,0.88,0.65,31,Good,7.3,68.2,0.061,0.87,4.62,323.5
Nagasaki,Isahaya,2024-09-01,7.85,10.59,11.82,8.43,10.71,3.88,0.47,3.03,22.11,0.57,3.25,0.7,33,Good,10.1,66.9,0.058,1.12,4.54,323.9
Nagasaki,Isahaya,2024-10-01,9.74,28.27,4.33,8.34,12.93,3.43,0.35,7.52,34.72,1.02,1.29,0.62,41,Good,9.4,65.6,0.05,0.76,4.58,323.4
Nagasaki,Isahaya,2024-11-01,15.07,10.54,7.25,16.81,19.83,2.36,0.62,3.06,28.4,1.1,5.8,1.28,56,Moderate,11.1,53.6,0.037,1.09,4.58,323.9
Nagasaki,Isahaya,2024-12-01,18.2,18.67,7.11,15.37,16.74,4.48,0.82,3.76,43.35,0.65,4.68,0.74,63,Moderate,6.0,62.5,0.06,1.09,4.58,322.6
Nagasaki,Isahaya,2025-01-01,11.53,30.14,14.95,7.6,21.74,4.35,0.11,3.35,53.02,1.34,3.63,0.42,48,Good,11.6,63.1,0.013,0.96,4.56,323.7
Nagasaki,Isahaya,2025-02-01,12.67,19.68,6.67,19.58,9.41,3.55,0.3,6.59,20.05,0.75,3.59,0.44,50,Good,9.7,48.6,0.041,1.16,4.56,322.1
Nagasaki,Isahaya,2025-03-01,11.53,45.31,7.63,8.36,19.28,5.53,0.25,3.69,43.06,0.61,1.86,0.9,48,Good,15.3,67.8,0.052,0.62,4.52,321.9
Nagasaki,Isahaya,2025-04-01,14.01,37.45,8.1,17.17,20.55,3.75,0.21,9.29,27.9,0.47,3.64,1.18,53,Moderate,13.7,61.2,0.058,0.33,4.62,323.7
Nagasaki,Isahaya,2025-05-01,5.73,28.69,10.13,13.87,7.36,4.21,0.12,2.06,32.26,0.97,4.55,0.44,24,Good,9.4,66.2,0.051,0.73,4.5,322.9
Nagasaki,Isahaya,2025-06-01,10.76,19.53,6.55,12.67,16.94,2.7,0.05,2.82,14.46,0.75,0.8,0.88,45,Good,5.7,81.2,0.05,0.96,4.48,322.1
Nagasaki,Isahaya,2025-07-01,6.27,19.91,2.0,10.9,10.12,0.78,0.17,4.71,17.93,0.77,1.1,0.34,26,Good,3.2,87.8,0.051,0.59,4.56,323.1
Nagasaki,Isahaya,2025-08-01,10.14,17.63,9.13,3.87,3.22,3.53,0.26,1.79,33.0,0.09,1.31,0.85,42,Good,8.9,80.3,0.057,1.1,4.5,322.2
Nagasaki,Isahaya,2025-09-01,12.83,11.89,3.37,9.58,15.19,4.06,0.39,1.96,31.59,0.79,3.75,1.02,51,Moderate,10.7,78.4,0.041,0.8,4.5,323.2
Nagasaki,Isahaya,2025-10-01,16.65,19.72,4.77,16.37,5.19,2.88,0.15,4.62,39.88,0.26,3.36,0.94,59,Moderate,10.9,73.9,0.055,1.26,4.6,323.5
Nagasaki,Isahaya,2025-11-01,22.86,29.35,4.04,12.75,23.57,5.44,0.25,6.59,39.61,1.56,3.49,0.26,73,Moderate,12.6,55.7,0.042,0.8,4.57,323.6
Nagasaki,Isahaya,2025-12-01,11.83,44.02,14.98,21.43,28.29,5.64,0.57,11.35,53.7,0.73,4.4,0.84,49,Good,8.5,63.5,0.055,0.74,4.5,322.7
Nagasaki,Nagasaki,2014-01-01,17.61,22.17,19.85,27.22,24.26,10.03,0.43,13.49,45.79,1.3,7.85,0.55,61,Moderate,9.6,61.2,0.049,0.84,5.03,330.7
Nagasaki,Nagasaki,2014-02-01,27.58,19.64,17.85,19.25,21.72,2.54,0.97,13.01,76.9,2.46,5.72,0.93,83,Moderate,13.0,46.8,0.059,0.95,5.11,330.3
Nagasaki,Nagasaki,2014-03-01,20.98,63.79,17.55,9.0,11.7,1.94,0.3,3.75,46.82,0.48,6.66,0.38,69,Moderate,11.9,54.5,0.057,0.37,4.97,329.4
Nagasaki,Nagasaki,2014-04-01,17.31,25.66,10.03,7.06,8.95,6.82,0.68,3.47,29.49,0.91,1.96,1.24,61,Moderate,5.8,53.9,0.049,0.78,5.03,330.7
Nagasaki,Nagasaki,2014-05-01,13.74,29.45,13.31,10.96,12.13,4.5,0.53,4.46,58.24,1.07,3.92,0.3,53,Moderate,12.6,64.0,0.068,1.13,4.96,330.6
Nagasaki,Nagasaki,2014-06-01,11.1,15.19,3.07,10.38,10.41,3.6,0.46,8.96,39.89,0.85,4.28,1.23,46,Good,9.3,78.5,0.047,0.5,5.02,329.8
Nagasaki,Nagasaki,2014-07-01,8.74,29.22,5.91,14.27,17.34,3.54,0.55,4.91,19.13,0.47,2.08,0.23,36,Good,9.6,76.4,0.069,0.87,5.0,330.7
Nagasaki,Nagasaki,2014-08-01,10.73,24.12,10.65,12.01,16.28,2.8,0.45,4.98,27.27,0.33,3.79,1.09,45,Good,7.9,72.5,0.046,1.02,4.94,329.4
Nagasaki,Nagasaki,2014-09-01,13.88,26.8,12.54,15.54,18.84,3.5,0.16,8.04,14.26,1.08,1.53,0.48,53,Moderate,7.6,74.8,0.049,0.57,4.95,329.9
Nagasaki,Nagasaki,2014-10-01,11.13,31.74,6.42,11.71,17.86,7.38,0.4,3.14,28.87,0.9,2.63,1.16,46,Good,13.2,63.1,0.037,0.82,5.03,329.5
Nagasaki,Nagasaki,2014-11-01,14.4,20.66,14.7,13.62,6.24,4.01,0.75,7.1,49.95,0.96,5.47,0.29,54,Moderate,11.0,67.8,0.048,0.41,5.03,330.7
Nagasaki,Nagasaki,2014-12-01,25.96,39.21,7.04,18.13,22.21,10.32,0.9,10.58,77.72,0.83,3.62,0.99,80,Moderate,10.2,61.5,0.05,0.74,5.0,328.5
Nagasaki,Nagasaki,2015-01-01,21.53,26.09,14.19,20.15,11.43,9.5,0.91,6.86,59.47,0.54,2.84,0.34,70,Moderate,11.3,54.8,0.064,0.92,4.95,330.0
Nagasaki,Nagasaki,2015-02-01,15.48,39.34,14.83,16.77,26.19,7.51,0.84,7.36,40.8,1.6,3.98,0.87,57,Moderate,13.1,47.3,0.045,0.63,4.99,329.5
Nagasaki,Nagasaki,2015-03-01,19.57,30.3,3.17,24.0,15.93,4.45,0.5,6.92,33.72,1.73,2.7,0.25,66,Moderate,7.8,53.8,0.032,0.76,4.96,328.9
Nagasaki,Nagasaki,2015-04-01,23.76,27.58,3.27,5.6,18.37,3.03,0.64,4.93,42.37,1.24,4.49,0.67,75,Moderate,13.4,69.0,0.032,0.75,4.94,328.6
Nagasaki,Nagasaki,2015-05-01,10.81,18.11,9.2,11.81,21.86,3.3,0.45,3.04,38.38,0.96,4.05,1.39,45,Good,11.7,77.2,0.044,0.69,4.84,330.2
Nagasaki,Nagasaki,2015-06-01,10.98,15.96,6.36,13.57,2.14,2.18,0.4,2.3,40.58,0.44,4.28,0.03,46,Good,3.7,81.0,0.067,0.33,4.93,329.0
Nagasaki,Nagasaki,2015-07-01,14.16,11.87,7.47,14.53,10.94,4.7,0.33,1.85,42.49,1.07,0.83,0.28,54,Moderate,7.2,79.8,0.064,0.75,5.01,328.5
Nagasaki,Nagasaki,2015-08-01,8.96,24.87,4.92,9.59,8.41,4.95,0.3,7.84,37.47,1.15,3.57,0.87,37,Good,4.0,76.1,0.036,0.59,4.97,329.1
Nagasaki,Nagasaki,2015-09-01,18.07,29.89,10.64,13.14,12.26,5.24,0.34,4.47,29.28,1.32,1.95,0.92,62,Moderate,10.3,83.7,0.05,0.35,4.99,330.0
Nagasaki,Nagasaki,2015-10-01,21.53,19.33,7.03,12.14,11.17,4.07,0.39,6.54,31.36,1.06,4.59,0.86,70,Moderate,5.3,75.0,0.045,0.58,4.9,329.8
Nagasaki,Nagasaki,2015-11-01,19.53,33.76,16.06,11.65,19.47,7.09,0.45,5.98,53.04,1.64,3.21,1.19,66,Moderate,10.4,60.7,0.037,0.47,4.97,329.1
Nagasaki,Nagasaki,2015-12-01,31.73,47.35,8.61,12.75,26.45,6.48,0.5,12.0,74.65,1.67,5.83,0.93,93,Moderate,14.8,58.9,0.065,1.01,4.98,328.9
Nagasaki,Nagasaki,2016-01-01,15.65,51.53,6.63,28.37,22.16,3.17,0.58,4.9,44.09,0.88,2.2,1.26,57,Moderate,7.7,47.9,0.054,1.42,4.9,329.0
Nagasaki,Nagasaki,2016-02-01,18.78,38.65,7.01,24.28,9.64,4.87,0.76,2.86,63.68,1.58,3.09,1.66,64,Moderate,9.6,52.8,0.056,1.04,4.9,329.8
Nagasaki,Nagasaki,2016-03-01,14.16,55.21,14.07,17.52,10.64,2.95,0.36,4.29,42.99,1.47,6.6,1.23,54,Moderate,8.1,67.4,0.042,0.6,4.96,327.4
Nagasaki,Nagasaki,2016-04-01,16.03,27.89,8.13,22.67,19.12,3.89,0.63,2.42,21.86,1.7,6.52,1.43,58,Moderate,14.1,70.0,0.046,0.74,4.92,328.1
Nagasaki,Nagasaki,2016-05-01,20.55,29.06,4.16,18.04,20.46,4.4,0.25,8.47,46.64,1.84,2.52,0.29,68,Moderate,11.7,78.7,0.051,1.19,4.95,327.9
Nagasaki,Nagasaki,2016-06-01,11.57,12.12,3.38,5.38,15.4,2.52,0.14,5.05,26.76,0.92,3.03,0.99,48,Good,9.9,84.4,0.043,0.4,4.98,328.6
Nagasaki,Nagasaki,2016-07-01,6.77,15.17,7.28,11.9,10.05,3.07,0.05,1.24,19.35,0.26,3.73,0.38,28,Good,6.0,73.5,0.046,1.05,4.88,329.2
Nagasaki,Nagasaki,2016-08-01,15.49,19.08,2.31,13.97,9.3,4.47,0.11,2.57,26.06,0.89,2.54,0.18,57,Moderate,11.8,75.9,0.071,1.02,4.9,327.8
Nagasaki,Nagasaki,2016-09-01,9.74,29.73,7.68,6.34,14.03,2.32,0.34,3.33,16.16,1.43,4.63,0.81,41,Good,11.6,67.4,0.073,0.51,4.89,326.9
Nagasaki,Nagasaki,2016-10-01,18.67,21.57,10.66,6.91,18.33,1.59,0.3,2.54,40.39,0.18,5.21,1.31,64,Moderate,6.3,71.3,0.056,0.44,4.86,329.3
Nagasaki,Nagasaki,2016-11-01,20.14,38.17,10.4,20.95,13.44,3.72,0.69,6.82,47.36,0.39,1.53,0.71,67,Moderate,7.9,58.0,0.064,0.93,4.85,328.6
Nagasaki,Nagasaki,2016-12-01,19.33,30.22,18.55,23.19,18.04,3.0,0.89,3.61,41.39,1.08,2.32,1.69,65,Moderate,15.4,69.3,0.049,0.44,4.88,328.9
Nagasaki,Nagasaki,2017-01-01,24.18,39.99,5.1,26.34,12.59,5.07,0.19,3.0,67.59,1.5,5.07,1.74,76,Moderate,15.0,51.5,0.043,0.69,4.92,328.5
Nagasaki,Nagasaki,2017-02-01,27.44,20.78,17.9,13.81,26.35,6.4,0.46,11.46,27.73,1.81,6.11,1.47,83,Moderate,5.7,46.1,0.052,1.16,4.79,327.0
Nagasaki,Nagasaki,2017-03-01,8.78,44.57,17.71,7.58,18.45,6.6,0.64,8.33,43.2,1.61,6.19,0.39,37,Good,7.6,55.7,0.034,0.97,4.86,326.9
Nagasaki,Nagasaki,2017-04-01,11.67,47.44,6.48,19.95,7.46,4.78,0.72,9.76,22.62,1.87,2.61,1.35,49,Good,7.4,60.7,0.039,0.32,4.86,328.1
Nagasaki,Nagasaki,2017-05-01,17.8,20.34,2.36,19.33,23.92,3.53,0.2,6.19,28.39,0.5,0.57,0.95,62,Moderate,3.6,65.9,0.058,0.95,4.88,327.3
Nagasaki,Nagasaki,2017-06-01,12.79,9.52,8.84,4.68,12.43,2.19,0.17,1.79,27.42,1.36,2.97,0.68,51,Moderate,7.3,73.7,0.034,1.42,4.93,328.8
Nagasaki,Nagasaki,2017-07-01,13.27,11.88,2.41,6.18,13.49,2.37,0.19,6.05,22.32,0.96,2.69,0.09,52,Moderate,8.0,83.2,0.042,1.62,4.84,327.1
Nagasaki,Nagasaki,2017-08-01,7.47,15.82,6.53,5.0,6.46,1.61,0.23,4.71,44.66,0.4,1.73,0.56,31,Good,11.5,88.0,0.051,0.42,4.82,328.5
Nagasaki,Nagasaki,2017-09-01,6.79,20.6,6.74,10.58,14.36,4.47,0.39,7.28,44.44,1.27,3.61,0.46,28,Good,11.6,66.1,0.04,1.01,4.88,329.3
Nagasaki,Nagasaki,2017-10-01,17.72,28.12,12.63,14.5,15.49,3.67,0.54,5.91,29.21,1.36,2.84,1.01,62,Moderate,6.9,75.1,0.051,1.28,4.93,327.9
Nagasaki,Nagasaki,2017-11-01,10.13,27.27,18.61,20.13,8.12,4.04,0.33,10.91,44.75,1.23,1.15,1.41,42,Good,9.2,54.5,0.047,1.15,4.88,327.6
Nagasaki,Nagasaki,2017-12-01,14.86,52.12,16.29,22.86,11.27,7.98,0.91,3.1,39.96,1.99,2.18,0.77,55,Moderate,11.1,51.8,0.041,1.14,4.81,326.7
Nagasaki,Nagasaki,2018-01-01,29.67,32.91,17.53,12.55,12.64,6.55,0.41,11.42,61.15,1.13,4.37,1.27,88,Moderate,11.5,50.3,0.036,0.76,4.94,328.6
Nagasaki,Nagasaki,2018-02-01,15.86,34.65,13.1,11.49,29.52,6.36,0.35,4.51,37.58,0.44,6.59,1.71,57,Moderate,7.1,59.6,0.056,0.98,4.84,327.3
Nagasaki,Nagasaki,2018-03-01,14.69,28.46,8.88,7.51,17.2,8.0,0.43,9.93,31.6,0.68,1.85,0.71,55,Moderate,6.7,60.8,0.049,0.88,4.81,326.5
Nagasaki,Nagasaki,2018-04-01,8.05,42.3,6.45,11.34,21.25,5.18,0.4,6.17,47.51,1.35,5.34,1.39,34,Good,11.1,73.6,0.03,0.79,4.84,327.2
Nagasaki,Nagasaki,2018-05-01,11.58,26.36,10.66,9.41,21.3,0.69,0.32,3.46,23.74,0.6,1.18,0.53,48,Good,9.4,63.7,0.048,0.66,4.84,328.8
Nagasaki,Nagasaki,2018-06-01,10.09,18.75,4.33,15.96,15.69,3.94,0.18,5.79,27.32,0.14,1.32,0.83,42,Good,8.3,84.0,0.032,0.71,4.86,327.8
Nagasaki,Nagasaki,2018-07-01,8.29,14.02,9.38,13.77,11.42,2.28,0.29,5.47,17.11,0.93,3.53,0.72,35,Good,6.9,84.5,0.034,0.17,4.82,327.6
Nagasaki,Nagasaki,2018-08-01,10.39,19.9,1.97,7.31,16.44,3.65,0.19,5.33,14.89,0.54,4.09,0.7,43,Good,7.6,74.6,0.052,0.96,4.77,327.0
Nagasaki,Nagasaki,2018-09-01,8.78,28.06,13.18,6.3,10.6,1.56,0.18,5.64,18.04,0.75,1.59,0.55,37,Good,6.4,70.2,0.051,1.01,4.87,327.8
Nagasaki,Nagasaki,2018-10-01,12.55,27.93,9.95,5.94,21.62,7.21,0.37,10.05,47.36,1.37,3.22,0.58,50,Good,10.3,77.0,0.046,0.82,4.83,325.8
Nagasaki,Nagasaki,2018-11-01,22.82,39.22,3.98,15.42,7.67,6.48,0.33,2.49,24.2,1.49,5.06,0.79,73,Moderate,11.1,58.0,0.046,1.28,4.84,327.3
Nagasaki,Nagasaki,2018-12-01,28.01,22.42,13.12,14.38,27.99,9.63,0.86,8.4,40.69,2.01,1.47,0.1,84,Moderate,14.9,61.5,0.064,0.34,4.85,327.5
Nagasaki,Nagasaki,2019-01-01,19.4,23.15,12.78,20.98,23.53,1.4,0.44,12.61,34.4,1.59,3.23,0.27,65,Moderate,10.8,44.9,0.064,0.51,4.8,326.9
Nagasaki,Nagasaki,2019-02-01,8.86,31.11,13.32,7.88,8.76,3.61,0.57,10.46,62.57,1.98,5.48,2.08,37,Good,9.6,54.2,0.051,0.78,4.81,325.9
Nagasaki,Nagasaki,2019-03-01,18.55,34.86,8.17,19.99,9.01,7.86,0.56,6.8,48.85,1.54,2.56,1.02,63,Moderate,9.4,49.7,0.034,0.58,4.8,326.2
Nagasaki,Nagasaki,2019-04-01,13.48,56.78,10.57,15.52,18.47,6.15,0.29,4.61,35.08,0.53,4.03,0.91,52,Moderate,8.1,56.9,0.048,0.82,4.76,327.4
Nagasaki,Nagasaki,2019-05-01,12.57,31.49,4.98,9.38,22.45,2.67,0.37,6.93,48.1,1.31,5.11,0.29,50,Good,7.5,68.0,0.044,0.89,4.84,326.6
Nagasaki,Nagasaki,2019-06-01,10.93,19.57,2.64,5.99,6.5,4.95,0.09,3.07,25.77,1.19,4.14,0.11,46,Good,8.7,75.8,0.055,0.57,4.79,326.6
Nagasaki,Nagasaki,2019-07-01,5.01,25.17,5.01,7.38,5.87,3.19,0.13,7.05,28.69,0.81,3.66,0.55,21,Good,7.8,76.9,0.054,1.3,4.82,326.3
Nagasaki,Nagasaki,2019-08-01,13.79,13.81,2.22,8.25,11.73,4.85,0.09,5.58,44.31,1.19,1.64,0.35,53,Moderate,6.4,77.7,0.037,0.63,4.82,327.0
Nagasaki,Nagasaki,2019-09-01,15.04,7.06,2.14,11.43,10.07,4.56,0.31,4.55,18.14,0.35,3.81,0.37,56,Moderate,12.4,67.9,0.041,0.58,4.78,326.6
Nagasaki,Nagasaki,2019-10-01,20.21,33.99,8.06,14.57,10.24,6.86,0.65,4.88,41.82,1.56,3.66,1.09,67,Moderate,9.8,66.7,0.053,0.8,4.74,327.7
Nagasaki,Nagasaki,2019-11-01,19.5,19.07,9.44,19.17,23.02,6.47,0.53,8.89,38.93,1.97,4.07,0.62,65,Moderate,15.2,55.7,0.072,0.47,4.74,327.4
Nagasaki,Nagasaki,2019-12-01,20.29,45.72,17.62,12.61,25.62,4.94,0.87,5.73,44.21,1.73,8.44,0.51,67,Moderate,15.5,60.8,0.043,0.43,4.76,327.2
Nagasaki,Nagasaki,2020-01-01,21.45,17.03,11.32,10.65,21.34,4.81,0.31,7.18,57.46,1.56,3.5,1.84,70,Moderate,10.9,53.0,0.067,0.55,4.78,326.2
Nagasaki,Nagasaki,2020-02-01,11.8,49.39,6.33,10.0,18.6,1.76,0.26,3.71,49.23,1.55,4.63,1.49,49,Good,12.1,48.5,0.06,1.05,4.79,326.6
Nagasaki,Nagasaki,2020-03-01,13.13,25.88,5.54,6.36,6.58,3.21,0.17,1.74,29.35,0.32,3.24,0.4,51,Moderate,13.2,54.9,0.045,0.25,4.71,326.6
Nagasaki,Nagasaki,2020-04-01,9.67,14.21,3.18,3.74,2.55,0.84,0.08,4.92,18.01,0.5,2.1,0.57,40,Good,7.0,67.4,0.052,1.48,4.81,325.5
Nagasaki,Nagasaki,2020-05-01,8.6,7.5,3.5,1.05,7.92,2.87,0.21,3.51,14.99,0.44,2.78,0.61,36,Good,4.1,62.3,0.038,0.56,4.81,327.3
Nagasaki,Nagasaki,2020-06-01,7.63,8.26,3.64,5.04,4.71,3.23,0.21,1.41,30.86,0.3,1.37,0.77,32,Good,8.7,90.4,0.051,1.11,4.65,326.2
Nagasaki,Nagasaki,2020-07-01,12.61,14.35,5.93,7.68,15.48,3.56,0.48,3.18,36.63,0.99,2.28,0.1,50,Good,10.6,79.2,0.043,0.95,4.74,326.2
Nagasaki,Nagasaki,2020-08-01,9.26,21.95,10.11,14.08,10.68,1.4,0.18,3.23,40.14,0.28,2.14,0.72,39,Good,8.2,76.6,0.036,0.98,4.77,326.1
Nagasaki,Nagasaki,2020-09-01,9.22,18.13,11.45,9.48,6.1,4.87,0.2,4.95,29.42,0.63,4.2,0.36,38,Good,7.3,81.8,0.049,0.95,4.74,326.3
Nagasaki,Nagasaki,2020-10-01,14.57,15.68,5.59,22.3,13.94,5.92,0.3,8.91,33.58,1.47,4.96,1.1,54,Moderate,5.2,76.7,0.05,1.15,4.81,325.0
Nagasaki,Nagasaki,2020-11-01,14.25,20.81,4.57,12.01,17.47,7.88,0.21,8.58,51.07,1.83,1.86,1.25,54,Moderate,5.2,61.4,0.039,0.95,4.76,325.9
Nagasaki,Nagasaki,2020-12-01,26.67,43.98,15.71,30.15,10.73,2.01,0.52,10.53,32.22,1.64,4.57,1.77,81,Moderate,11.9,59.6,0.053,1.17,4.75,326.8
Nagasaki,Nagasaki,2021-01-01,14.84,20.0,15.59,19.09,18.08,7.75,0.31,10.4,31.23,0.77,3.75,0.75,55,Moderate,9.0,50.9,0.051,0.75,4.78,325.3
Nagasaki,Nagasaki,2021-02-01,20.7,32.48,11.04,14.15,9.86,3.32,0.21,10.42,57.23,0.6,4.39,1.78,68,Moderate,11.1,51.0,0.051,0.84,4.7,325.4
Nagasaki,Nagasaki,2021-03-01,21.31,38.95,5.3,18.03,13.99,1.41,0.76,2.37,50.97,1.38,0.8,1.23,70,Moderate,10.6,65.0,0.051,0.58,4.72,325.9
Nagasaki,Nagasaki,2021-04-01,8.63,52.33,6.53,19.12,14.62,1.46,0.18,3.03,53.68,0.88,5.27,0.79,36,Good,13.9,70.4,0.052,1.46,4.77,325.9
Nagasaki,Nagasaki,2021-05-01,10.98,27.96,9.3,15.94,11.44,6.28,0.38,6.41,25.48,1.17,1.39,1.11,46,Good,10.8,72.5,0.033,0.84,4.71,324.2
Nagasaki,Nagasaki,2021-06-01,8.4,13.71,1.35,11.13,8.29,1.93,0.4,1.87,22.72,0.36,1.96,0.46,35,Good,8.0,73.8,0.045,0.54,4.83,325.0
Nagasaki,Nagasaki,2021-07-01,5.96,15.92,4.43,10.24,17.3,2.72,0.33,0.59,35.86,0.63,1.44,0.42,25,Good,7.2,90.0,0.047,0.95,4.78,325.6
Nagasaki,Nagasaki,2021-08-01,16.74,17.11,4.14,11.38,14.92,4.18,0.15,3.11,16.61,0.85,3.0,0.06,59,Moderate,2.8,71.8,0.042,1.02,4.73,324.9
Nagasaki,Nagasaki,2021-09-01,14.36,21.93,8.49,7.99,13.22,4.64,0.42,5.41,23.82,0.98,3.34,0.6,54,Moderate,6.3,74.5,0.043,1.11,4.79,324.8
Nagasaki,Nagasaki,2021-10-01,8.36,27.26,2.0,8.78,13.42,4.65,0.34,8.6,42.89,0.65,4.69,0.39,35,Good,10.1,65.6,0.039,1.23,4.6,324.8
Nagasaki,Nagasaki,2021-11-01,10.45,34.0,10.01,19.88,17.4,6.86,0.53,7.37,47.38,1.07,3.65,0.25,44,Good,12.7,73.6,0.061,1.12,4.72,325.2
Nagasaki,Nagasaki,2021-12-01,28.22,25.34,11.97,29.61,19.94,4.0,0.54,7.06,39.59,2.14,7.35,1.57,85,Moderate,7.8,63.0,0.045,1.16,4.63,325.7
Nagasaki,Nagasaki,2022-01-01,26.74,20.71,10.57,25.68,22.98,3.26,0.79,7.7,66.36,1.33,2.2,1.67,82,Moderate,8.7,46.5,0.045,1.27,4.67,323.9
Nagasaki,Nagasaki,2022-02-01,21.25,38.47,11.75,10.83,10.69,2.61,0.45,2.23,64.94,1.91,5.36,0.48,69,Moderate,8.9,61.8,0.046,1.44,4.71,325.9
Nagasaki,Nagasaki,2022-03-01,24.05,63.48,13.13,15.43,8.5,2.66,0.28,8.84,50.59,0.86,2.17,0.83,76,Moderate,8.6,57.8,0.045,1.23,4.73,324.8
Nagasaki,Nagasaki,2022-04-01,18.23,35.43,12.37,9.36,7.28,5.38,0.16,3.96,48.75,1.45,1.77,0.07,63,Moderate,6.9,63.8,0.05,1.06,4.75,324.1
Nagasaki,Nagasaki,2022-05-01,20.79,12.34,8.03,7.29,22.7,1.71,0.25,6.63,52.01,1.14,5.29,0.75,68,Moderate,7.0,60.8,0.053,0.59,4.67,325.1
Nagasaki,Nagasaki,2022-06-01,12.85,23.74,8.07,5.54,6.25,2.44,0.11,5.31,32.83,0.75,3.18,0.84,51,Moderate,7.8,79.3,0.057,0.81,4.58,324.0
Nagasaki,Nagasaki,2022-07-01,10.06,10.93,0.96,10.11,16.09,2.66,0.14,7.13,10.74,0.83,1.65,0.87,42,Good,9.8,85.9,0.066,1.15,4.7,324.3
Nagasaki,Nagasaki,2022-08-01,9.27,14.49,4.9,7.44,12.24,1.85,0.33,2.67,38.8,0.28,2.33,0.64,39,Good,8.1,66.3,0.041,1.15,4.6,325.0
