Province,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Punjab,Hafizabad,2016-10-01,76.79,222.17,33.72,56.14,64.16,20.95,3.33,31.42,64.71,4.67,18.3,6.83,162,Unhealthy,2.7,65.7,0.487,5.05,119.78,557.2
Punjab,Hafizabad,2016-11-01,379.44,317.6,95.4,165.62,188.26,80.0,6.93,90.59,189.29,7.24,37.25,18.49,404,Hazardous,7.4,48.0,0.465,3.23,121.75,552.1
Punjab,Hafizabad,2016-12-01,212.01,503.6,88.83,152.12,200.0,70.28,12.32,92.36,180.37,22.66,57.93,8.97,262,Very Unhealthy,3.4,70.1,0.393,4.6,115.8,553.4
Punjab,Hafizabad,2017-01-01,372.04,485.27,136.78,104.36,168.68,51.44,6.99,40.35,138.24,24.65,14.89,14.64,398,Hazardous,3.8,61.6,0.496,6.19,118.42,563.6
Punjab,Hafizabad,2017-02-01,224.21,278.17,62.42,113.02,72.15,44.38,2.16,62.7,115.06,4.19,6.94,8.86,274,Very Unhealthy,8.2,63.1,0.451,3.39,120.37,569.1
Punjab,Hafizabad,2017-03-01,117.57,165.02,34.35,85.63,114.27,37.14,5.01,26.57,72.64,4.49,6.47,3.9,183,Unhealthy,13.0,61.8,0.431,2.3,120.94,567.7
Punjab,Hafizabad,2017-04-01,119.28,259.28,24.5,53.1,51.57,14.07,1.79,33.63,43.36,2.25,21.21,5.29,184,Unhealthy,11.6,29.1,0.406,5.47,119.12,567.7
Punjab,Hafizabad,2017-05-01,155.05,235.72,41.54,32.37,76.13,29.93,1.94,35.88,59.09,4.23,14.9,6.07,206,Very Unhealthy,9.7,37.2,0.412,5.65,118.32,567.6
Punjab,Hafizabad,2017-06-01,137.01,212.82,37.82,63.62,54.08,18.86,3.67,23.71,64.24,2.08,8.37,1.6,193,Unhealthy,10.6,46.3,0.472,3.87,118.62,570.2
Punjab,Hafizabad,2017-07-01,103.57,115.14,28.44,36.86,55.93,19.18,2.08,25.96,61.07,4.9,17.26,2.93,176,Unhealthy,7.4,61.4,0.434,5.94,116.21,565.9
Punjab,Hafizabad,2017-08-01,55.17,144.36,19.4,42.19,69.84,18.8,1.4,20.78,61.65,2.04,9.11,2.47,149,Unhealthy for Sensitive Groups,5.4,69.1,0.378,3.32,119.3,570.0
Punjab,Hafizabad,2017-09-01,60.62,137.17,37.29,68.15,36.64,19.47,1.94,14.58,75.76,7.07,19.15,4.39,154,Unhealthy,4.4,65.6,0.401,3.15,121.42,567.8
Punjab,Hafizabad,2017-10-01,113.76,351.78,30.42,59.56,73.45,31.82,3.9,40.76,97.38,7.34,18.89,7.42,181,Unhealthy,5.0,43.1,0.408,5.52,116.58,569.2
Punjab,Hafizabad,2017-11-01,139.72,501.23,46.4,104.07,146.02,44.85,5.12,90.76,98.75,7.03,11.86,14.25,194,Unhealthy,7.4,52.4,0.488,4.99,116.54,564.2
Punjab,Hafizabad,2017-12-01,359.26,501.73,98.32,116.63,122.41,47.67,8.15,54.56,95.08,6.47,46.57,3.09,388,Hazardous,2.0,55.6,0.481,3.84,122.91,562.2
Punjab,Hafizabad,2018-01-01,267.65,553.43,59.08,134.77,76.68,59.57,6.34,90.35,102.47,17.76,17.06,9.86,315,Hazardous,7.6,65.1,0.425,4.74,120.29,577.2
Punjab,Hafizabad,2018-02-01,225.6,237.03,50.78,83.8,136.26,26.53,2.76,60.36,88.95,10.99,22.65,4.57,275,Very Unhealthy,5.5,51.7,0.405,3.48,123.05,577.1
Punjab,Hafizabad,2018-03-01,95.99,297.33,52.48,56.18,65.55,34.39,3.09,43.76,68.82,3.33,5.99,5.97,172,Unhealthy,5.3,44.2,0.484,2.37,124.62,577.9
Punjab,Hafizabad,2018-04-01,98.83,240.67,53.64,74.93,78.17,30.77,3.04,36.3,76.06,3.49,15.56,4.25,173,Unhealthy,13.6,41.8,0.518,4.65,121.75,576.9
Punjab,Hafizabad,2018-05-01,56.04,153.47,29.17,47.73,54.15,17.67,3.86,39.53,56.05,6.43,8.18,2.65,151,Unhealthy,8.3,48.3,0.44,3.97,126.83,579.8
Punjab,Hafizabad,2018-06-01,143.88,216.98,34.0,64.44,84.61,15.38,1.92,24.97,41.13,4.02,8.54,5.33,197,Unhealthy,9.0,42.4,0.514,4.84,119.98,578.2
Punjab,Hafizabad,2018-07-01,54.22,113.28,34.91,59.39,62.99,27.52,1.65,20.79,60.81,4.39,13.3,3.48,147,Unhealthy for Sensitive Groups,6.7,68.2,0.415,1.86,124.47,578.4
Punjab,Hafizabad,2018-08-01,104.09,207.3,26.8,60.86,34.9,12.03,2.7,30.22,52.55,5.99,5.36,3.26,176,Unhealthy,9.0,77.1,0.358,4.04,122.21,578.2
Punjab,Hafizabad,2018-09-01,86.05,101.6,50.15,51.27,63.78,25.48,3.56,35.17,71.37,7.79,8.23,5.25,167,Unhealthy,6.2,77.0,0.47,4.38,123.34,576.6
Punjab,Hafizabad,2018-10-01,189.37,307.96,39.77,52.69,111.94,40.31,3.15,44.05,72.01,6.92,12.5,4.58,240,Very Unhealthy,6.5,60.6,0.372,4.87,127.66,578.7
Punjab,Hafizabad,2018-11-01,122.54,560.47,107.93,89.1,142.07,45.11,5.41,78.53,159.71,13.36,25.4,4.48,186,Unhealthy,5.2,62.6,0.484,4.6,121.39,580.7
Punjab,Hafizabad,2018-12-01,334.27,647.43,103.46,180.0,200.0,80.0,6.19,60.51,200.0,19.95,60.0,18.72,368,Hazardous,1.8,56.4,0.453,4.6,126.89,573.6
Punjab,Hafizabad,2019-01-01,137.55,326.58,108.43,132.26,200.0,54.46,4.07,100.0,108.63,17.44,49.03,12.1,193,Unhealthy,7.9,72.7,0.494,2.93,127.31,582.9
Punjab,Hafizabad,2019-02-01,92.55,304.64,47.16,87.63,87.78,42.8,2.52,57.07,56.82,5.35,20.85,4.23,170,Unhealthy,7.5,66.7,0.465,5.24,123.07,592.6
Punjab,Hafizabad,2019-03-01,117.09,246.16,53.04,70.17,100.65,36.58,3.41,17.27,95.13,8.02,17.79,6.57,183,Unhealthy,7.9,55.7,0.499,4.85,124.34,584.2
Punjab,Hafizabad,2019-04-01,132.65,287.64,29.45,44.92,77.36,21.91,3.56,36.33,76.36,6.16,7.83,1.6,191,Unhealthy,5.1,46.6,0.407,5.4,124.57,587.6
Punjab,Hafizabad,2019-05-01,80.35,139.4,22.84,61.38,93.52,25.52,4.05,20.32,48.42,5.75,6.08,6.47,164,Unhealthy,14.3,47.1,0.501,4.24,127.75,589.9
Punjab,Hafizabad,2019-06-01,63.15,252.92,42.2,47.02,58.73,20.09,1.74,12.55,43.49,3.23,16.12,5.98,155,Unhealthy,8.9,40.1,0.405,5.47,125.53,587.1
Punjab,Hafizabad,2019-07-01,133.47,189.35,37.63,39.2,51.68,20.47,3.54,19.87,39.54,1.83,16.21,5.08,191,Unhealthy,14.6,78.6,0.376,5.46,125.27,592.1
Punjab,Hafizabad,2019-08-01,87.74,101.31,29.31,40.58,58.08,31.42,2.35,12.02,36.8,7.07,14.26,2.93,168,Unhealthy,13.5,75.3,0.389,5.05,126.13,585.6
Punjab,Hafizabad,2019-09-01,83.49,238.09,42.57,50.4,72.57,15.25,1.36,35.62,47.46,3.64,12.55,6.55,165,Unhealthy,10.0,54.0,0.467,4.46,127.37,587.9
Punjab,Hafizabad,2019-10-01,131.96,271.54,51.38,85.86,94.74,48.1,4.09,31.0,96.19,3.39,28.18,2.31,190,Unhealthy,3.2,41.9,0.443,2.36,124.12,588.5
Punjab,Hafizabad,2019-11-01,136.51,581.38,92.36,156.02,138.9,70.79,8.92,37.28,111.39,7.39,39.25,8.45,193,Unhealthy,6.6,53.9,0.405,3.81,123.95,587.1
Punjab,Hafizabad,2019-12-01,370.6,753.56,73.9,180.0,200.0,60.15,4.86,63.09,200.0,10.78,43.74,8.44,397,Hazardous,2.7,48.7,0.429,4.0,126.5,588.2
Punjab,Hafizabad,2020-01-01,270.85,393.45,144.12,145.86,196.34,62.53,9.72,40.07,195.13,5.83,27.64,17.98,317,Hazardous,6.7,61.6,0.392,5.04,131.83,599.4
Punjab,Hafizabad,2020-02-01,155.32,261.09,53.41,108.43,113.96,20.89,5.61,21.88,82.88,6.19,34.82,2.36,206,Very Unhealthy,6.7,58.3,0.449,4.52,129.64,599.6
Punjab,Hafizabad,2020-03-01,105.02,149.87,48.14,59.52,36.84,17.0,3.48,24.25,32.99,7.11,20.35,6.36,177,Unhealthy,7.8,56.0,0.462,5.29,131.72,600.8
Punjab,Hafizabad,2020-04-01,81.07,64.45,15.75,39.52,40.99,13.26,2.36,13.68,18.27,1.03,2.78,1.53,164,Unhealthy,11.6,38.1,0.418,4.22,131.82,600.5
Punjab,Hafizabad,2020-05-01,37.48,132.01,28.23,43.37,39.36,13.3,1.56,25.95,28.81,2.36,7.82,4.19,106,Unhealthy for Sensitive Groups,13.8,39.5,0.462,6.15,128.42,597.8
Punjab,Hafizabad,2020-06-01,54.79,124.73,17.92,57.17,64.64,28.52,3.02,18.2,49.16,4.45,5.4,4.8,148,Unhealthy for Sensitive Groups,12.4,36.8,0.462,4.78,127.63,604.0
Punjab,Hafizabad,2020-07-01,126.54,191.25,16.41,46.31,66.26,30.52,1.49,33.33,42.09,2.08,15.54,3.86,188,Unhealthy,18.5,81.2,0.488,2.26,129.72,603.5
Punjab,Hafizabad,2020-08-01,92.71,183.61,29.06,27.39,62.4,16.69,3.52,30.82,34.62,6.82,6.68,4.32,170,Unhealthy,9.4,71.1,0.465,5.05,129.64,601.1
Punjab,Hafizabad,2020-09-01,120.5,173.11,30.07,77.1,46.25,24.45,2.0,26.65,41.16,3.92,13.94,3.83,185,Unhealthy,5.2,68.7,0.439,5.38,126.48,604.2
Punjab,Hafizabad,2020-10-01,190.57,164.51,32.66,74.78,50.39,32.25,5.08,50.92,86.03,8.17,12.72,9.96,241,Very Unhealthy,3.5,41.8,0.387,3.58,126.09,598.8
Punjab,Hafizabad,2020-11-01,378.16,438.78,64.82,128.52,184.82,80.0,9.07,100.0,200.0,16.59,47.47,14.69,403,Hazardous,6.7,48.9,0.527,4.04,128.21,604.1
Punjab,Hafizabad,2020-12-01,452.04,881.74,70.8,131.69,191.05,46.29,13.49,98.0,184.03,21.95,58.74,18.71,462,Hazardous,5.7,61.8,0.518,5.03,128.99,600.6
Punjab,Hafizabad,2021-01-01,330.3,620.99,68.29,142.58,195.1,76.91,12.62,100.0,122.45,23.66,26.03,14.69,365,Hazardous,2.7,58.0,0.475,5.52,131.83,609.1
Punjab,Hafizabad,2021-02-01,156.23,389.32,31.93,104.16,92.24,34.0,6.38,66.45,106.84,5.85,32.69,3.66,207,Very Unhealthy,8.8,51.3,0.324,4.85,131.74,611.9
Punjab,Hafizabad,2021-03-01,75.48,171.38,65.94,88.42,99.87,22.19,1.97,17.43,95.59,8.73,27.96,4.45,161,Unhealthy,5.1,43.7,0.453,3.83,131.94,612.9
Punjab,Hafizabad,2021-04-01,149.66,205.05,34.0,59.42,49.95,37.83,3.58,27.36,81.78,8.93,17.55,1.67,200,Unhealthy,8.6,36.2,0.462,2.73,132.7,608.8
Punjab,Hafizabad,2021-05-01,62.38,251.33,28.79,58.64,90.82,21.89,2.18,31.11,48.08,9.0,20.39,3.26,155,Unhealthy,8.4,31.0,0.396,4.9,136.3,610.8
Punjab,Hafizabad,2021-06-01,128.88,164.54,47.05,66.61,41.9,29.51,3.54,23.13,52.74,2.11,17.08,1.73,189,Unhealthy,16.1,53.5,0.417,4.98,133.02,611.1
Punjab,Hafizabad,2021-07-01,132.84,170.24,28.11,42.96,81.35,19.41,1.81,19.66,40.74,3.45,4.38,3.06,191,Unhealthy,11.2,84.8,0.4,3.26,134.33,609.9
Punjab,Hafizabad,2021-08-01,89.5,115.36,31.84,69.95,43.25,22.98,2.79,11.04,64.51,6.32,15.09,2.28,169,Unhealthy,8.7,79.6,0.403,3.11,133.62,611.4
Punjab,Hafizabad,2021-09-01,162.46,133.27,52.11,77.33,49.75,40.92,3.16,36.71,83.91,6.5,13.61,4.92,213,Very Unhealthy,8.4,58.4,0.421,5.89,135.38,615.7
Punjab,Hafizabad,2021-10-01,214.74,292.89,58.88,103.04,55.0,38.43,2.81,45.12,92.67,11.9,24.51,9.27,265,Very Unhealthy,9.2,42.9,0.442,6.12,133.82,609.6
Punjab,Hafizabad,2021-11-01,312.18,401.34,76.99,136.76,199.85,80.0,6.92,100.0,185.83,15.87,52.93,8.21,350,Hazardous,5.3,67.5,0.442,4.42,133.69,613.3
Punjab,Hafizabad,2021-12-01,195.03,467.57,89.69,180.0,194.06,69.34,12.22,100.0,200.0,16.33,58.49,9.62,245,Very Unhealthy,3.6,51.9,0.464,4.66,129.28,613.7
Punjab,Hafizabad,2022-01-01,404.65,420.16,150.0,180.0,200.0,79.92,7.74,51.35,146.44,17.8,31.05,19.03,424,Hazardous,5.7,60.1,0.413,4.67,133.24,617.4
Punjab,Hafizabad,2022-02-01,95.72,226.73,44.46,65.3,62.45,38.61,6.38,30.6,121.44,5.58,23.29,3.14,172,Unhealthy,4.2,60.8,0.475,5.93,134.55,620.0
Punjab,Hafizabad,2022-03-01,124.35,200.02,47.93,49.85,70.33,26.44,2.67,39.42,52.59,10.49,23.27,1.76,187,Unhealthy,6.3,62.3,0.486,4.46,136.32,617.4
Punjab,Hafizabad,2022-04-01,164.27,155.33,40.0,59.28,102.83,36.25,2.55,38.42,70.31,2.88,6.25,6.28,215,Very Unhealthy,12.4,54.6,0.456,4.61,134.93,620.0
Punjab,Hafizabad,2022-05-01,118.25,149.97,29.7,60.6,84.79,28.49,2.73,37.63,75.09,3.98,15.69,6.62,183,Unhealthy,5.9,44.7,0.522,3.38,139.62,619.0
Punjab,Hafizabad,2022-06-01,90.67,140.85,41.31,61.97,76.09,22.57,1.77,23.79,48.07,2.26,20.1,3.83,169,Unhealthy,7.8,57.6,0.494,5.53,133.81,621.3
Punjab,Hafizabad,2022-07-01,58.19,162.32,35.19,57.13,30.59,26.59,1.77,22.41,63.18,2.78,15.03,5.61,152,Unhealthy,6.1,70.1,0.474,5.15,134.67,618.4
Punjab,Hafizabad,2022-08-01,72.77,107.73,41.38,44.96,34.78,19.0,2.81,31.04,61.38,7.4,17.61,2.03,160,Unhealthy,5.4,82.8,0.399,5.19,133.41,616.8
Punjab,Hafizabad,2022-09-01,123.82,201.27,18.58,42.32,63.69,37.97,1.49,22.99,72.27,5.1,20.53,4.76,186,Unhealthy,10.6,58.5,0.443,6.93,135.94,618.5
Punjab,Hafizabad,2022-10-01,198.25,274.02,51.08,61.84,77.75,45.14,5.65,33.02,111.55,3.14,21.94,3.21,248,Very Unhealthy,7.3,60.1,0.481,4.45,138.28,619.9
Punjab,Hafizabad,2022-11-01,485.57,575.17,138.49,180.0,200.0,55.63,10.37,100.0,136.44,22.36,26.46,14.46,488,Hazardous,6.2,57.4,0.415,4.14,134.28,616.3
Punjab,Hafizabad,2022-12-01,306.65,459.2,136.26,163.79,200.0,80.0,10.28,98.88,115.35,17.18,48.85,11.93,346,Hazardous,4.4,56.2,0.466,5.52,136.89,620.6
Punjab,Hafizabad,2023-01-01,167.88,627.38,142.18,180.0,162.17,51.12,5.42,91.32,131.99,7.65,23.27,8.48,218,Very Unhealthy,6.4,61.9,0.469,4.57,139.37,628.6
Punjab,Hafizabad,2023-02-01,162.68,310.12,61.9,89.53,108.52,21.19,5.44,53.56,77.92,5.94,25.73,2.64,213,Very Unhealthy,7.5,68.7,0.379,3.76,140.24,628.4
Punjab,Hafizabad,2023-03-01,164.67,149.23,54.28,75.35,50.43,29.59,2.96,42.67,51.5,4.91,5.67,4.8,215,Very Unhealthy,3.7,45.5,0.398,4.36,137.6,629.2
Punjab,Hafizabad,2023-04-01,61.28,172.64,39.72,67.11,71.38,14.71,3.53,24.2,80.41,7.74,14.7,2.55,154,Unhealthy,15.0,41.5,0.53,2.49,141.56,630.5
Punjab,Hafizabad,2023-05-01,83.56,188.37,30.1,43.29,82.22,22.99,1.38,39.33,42.05,4.28,20.8,2.75,165,Unhealthy,6.3,37.2,0.395,4.13,136.4,628.9
Punjab,Hafizabad,2023-06-01,52.09,150.32,30.67,36.27,69.41,17.83,1.74,37.12,40.22,8.28,6.31,3.87,142,Unhealthy for Sensitive Groups,5.9,61.2,0.436,6.09,137.08,630.7
Punjab,Hafizabad,2023-07-01,96.04,124.51,33.46,51.47,41.73,11.59,3.14,21.27,39.21,2.57,7.55,3.62,172,Unhealthy,8.9,79.8,0.538,4.19,139.62,629.2
Punjab,Hafizabad,2023-08-01,84.54,199.94,43.46,45.69,40.81,15.89,3.11,25.73,50.36,6.97,15.69,3.53,166,Unhealthy,12.3,67.3,0.511,3.14,139.37,622.6
Punjab,Hafizabad,2023-09-01,152.94,186.38,22.23,51.02,91.73,18.39,2.51,20.01,65.49,8.7,19.46,6.02,203,Very Unhealthy,6.9,58.4,0.506,5.07,140.16,631.7
Punjab,Hafizabad,2023-10-01,118.97,234.64,32.01,85.31,51.55,34.64,3.25,50.99,59.79,8.83,8.61,8.76,184,Unhealthy,3.3,45.6,0.484,3.97,139.97,630.3
Punjab,Hafizabad,2023-11-01,290.83,583.65,139.57,180.0,200.0,78.38,12.14,100.0,156.99,25.0,26.77,20.0,333,Hazardous,3.5,58.3,0.445,3.72,138.48,629.5
Punjab,Hafizabad,2023-12-01,240.0,322.16,131.17,132.07,152.83,65.72,4.44,77.88,132.15,10.33,20.66,12.18,290,Very Unhealthy,5.5,53.3,0.434,5.57,139.03,634.4
Punjab,Hafizabad,2024-01-01,177.23,260.2,98.25,170.69,167.34,44.79,3.11,74.68,98.8,16.12,39.34,8.84,227,Very Unhealthy,5.1,54.8,0.453,4.37,143.47,643.6
Punjab,Hafizabad,2024-02-01,204.45,312.33,52.08,110.44,87.86,46.16,5.63,66.94,57.27,7.59,25.81,6.96,254,Very Unhealthy,4.5,66.4,0.471,3.0,142.17,644.7
Punjab,Hafizabad,2024-03-01,86.04,283.77,30.91,71.27,107.73,23.41,1.6,36.6,61.28,10.61,21.74,8.56,167,Unhealthy,4.2,41.0,0.312,3.6,142.81,648.6
Punjab,Hafizabad,2024-04-01,175.81,131.94,22.29,81.58,40.95,17.88,3.68,36.29,51.5,7.67,9.39,1.6,226,Very Unhealthy,12.2,37.1,0.508,3.87,142.32,641.5
Punjab,Hafizabad,2024-05-01,143.84,212.57,38.89,74.36,48.75,22.66,1.41,34.28,73.26,1.88,4.81,6.89,197,Unhealthy,8.5,33.9,0.449,4.24,141.7,647.8
Punjab,Hafizabad,2024-06-01,124.13,123.8,33.3,50.0,93.22,34.31,1.19,25.77,65.29,6.29,8.64,2.96,186,Unhealthy,12.0,47.7,0.435,3.66,145.44,638.5
Punjab,Hafizabad,2024-07-01,112.36,159.67,35.86,40.65,34.02,23.5,1.41,10.61,54.02,7.52,16.6,5.45,180,Unhealthy,10.3,72.5,0.495,4.21,142.51,638.5
Punjab,Hafizabad,2024-08-01,107.56,127.64,31.13,60.84,51.53,11.95,1.66,9.02,35.47,6.23,6.28,1.45,178,Unhealthy,11.7,81.1,0.495,4.09,146.86,643.1
Punjab,Hafizabad,2024-09-01,54.49,133.77,51.49,58.8,63.97,30.95,4.27,31.28,79.8,2.41,17.2,5.99,148,Unhealthy for Sensitive Groups,9.3,61.9,0.446,3.92,144.21,641.6
Punjab,Hafizabad,2024-10-01,113.37,305.06,37.56,72.54,131.26,54.29,3.98,24.26,78.19,10.44,6.19,5.31,181,Unhealthy,3.9,41.3,0.409,3.32,142.52,640.2
Punjab,Hafizabad,2024-11-01,194.17,488.19,120.15,180.0,187.53,80.0,4.39,53.04,158.32,11.44,22.17,3.02,244,Very Unhealthy,5.5,57.0,0.405,4.51,139.18,640.6
Punjab,Hafizabad,2024-12-01,254.86,292.58,65.08,143.73,200.0,80.0,8.55,92.43,152.34,7.99,12.02,16.32,304,Hazardous,3.2,56.6,0.458,5.69,142.01,638.8
Punjab,Hafizabad,2025-01-01,287.86,356.12,81.67,108.31,187.88,80.0,7.41,36.6,122.95,7.52,23.52,3.22,331,Hazardous,8.8,71.9,0.434,5.33,144.24,650.4
Punjab,Hafizabad,2025-02-01,162.04,233.67,43.58,58.81,70.44,22.86,2.6,44.62,81.98,10.3,22.54,5.85,212,Very Unhealthy,1.6,54.5,0.488,5.39,147.93,647.6
Punjab,Hafizabad,2025-03-01,161.14,293.32,61.42,86.56,88.22,20.73,4.72,50.9,64.93,10.82,11.67,2.62,212,Very Unhealthy,9.5,51.0,0.579,3.84,141.91,650.5
Punjab,Hafizabad,2025-04-01,81.38,215.52,21.92,74.73,73.0,30.26,3.57,43.17,42.04,8.9,16.78,7.22,164,Unhealthy,5.0,46.4,0.389,4.54,145.57,655.7
Punjab,Hafizabad,2025-05-01,56.09,239.9,49.12,51.87,52.96,30.59,3.95,16.7,71.05,5.13,19.14,2.13,151,Unhealthy,14.7,43.2,0.462,5.16,149.93,652.8
Punjab,Hafizabad,2025-06-01,89.52,104.85,23.9,64.3,39.36,31.05,1.84,38.03,50.83,2.59,8.38,1.79,169,Unhealthy,5.6,43.2,0.373,3.62,145.5,653.6
Punjab,Hafizabad,2025-07-01,103.15,112.54,13.1,62.71,61.75,17.74,1.23,10.83,51.07,7.34,11.22,1.66,176,Unhealthy,15.0,77.7,0.371,3.75,142.81,653.9
Punjab,Hafizabad,2025-08-01,62.91,96.46,37.05,56.83,64.47,15.5,1.63,16.22,39.73,5.73,7.06,3.71,155,Unhealthy,10.5,71.2,0.386,3.82,149.67,654.1
Punjab,Hafizabad,2025-09-01,81.15,252.98,36.43,52.68,55.77,31.5,2.2,31.35,49.03,1.76,20.24,2.96,164,Unhealthy,5.5,51.4,0.43,4.38,148.71,648.8
Punjab,Hafizabad,2025-10-01,68.08,189.0,50.49,57.76,75.54,39.75,5.34,47.04,82.51,4.84,27.43,5.1,157,Unhealthy,9.2,52.6,0.428,4.75,146.42,649.9
Punjab,Hafizabad,2025-11-01,242.34,557.8,98.71,132.26,142.02,42.75,9.03,100.0,200.0,20.18,49.75,15.29,292,Very Unhealthy,2.8,68.6,0.46,5.9,145.97,651.8
Punjab,Hafizabad,2025-12-01,326.19,271.58,88.93,105.38,155.84,76.98,5.8,53.3,162.61,9.8,49.16,7.44,361,Hazardous,1.5,74.5,0.507,4.34,145.46,655.1
Punjab,Jhang,2014-01-01,518.05,823.3,65.87,122.44,200.0,80.0,6.57,95.83,168.52,22.6,60.0,10.9,514,Hazardous,7.4,57.0,0.425,4.45,111.06,535.8
Punjab,Jhang,2014-02-01,274.91,365.16,62.73,87.57,154.62,50.38,5.4,67.44,68.05,9.97,23.55,11.23,320,Hazardous,6.1,53.0,0.392,6.11,112.8,533.4
Punjab,Jhang,2014-03-01,187.08,313.15,60.94,83.26,78.32,33.37,6.16,46.18,105.15,9.78,7.75,6.36,237,Very Unhealthy,4.8,59.6,0.412,5.35,109.02,534.7
Punjab,Jhang,2014-04-01,178.19,289.36,45.64,50.54,109.92,37.85,3.49,29.95,66.17,7.28,23.3,3.54,228,Very Unhealthy,12.8,32.6,0.431,4.21,110.66,537.2
Punjab,Jhang,2014-05-01,95.97,175.25,45.66,49.52,57.65,43.77,4.5,29.78,59.71,7.34,10.59,2.58,172,Unhealthy,6.1,35.0,0.36,4.04,110.65,532.7
Punjab,Jhang,2014-06-01,176.59,143.06,54.18,83.87,47.11,20.2,3.17,33.78,76.87,2.34,12.4,2.24,227,Very Unhealthy,13.0,56.8,0.474,3.42,105.86,532.2
Punjab,Jhang,2014-07-01,145.42,185.59,24.97,60.06,81.02,33.88,3.65,14.62,42.01,5.1,7.9,1.86,197,Unhealthy,6.8,75.0,0.354,3.98,110.41,534.8
Punjab,Jhang,2014-08-01,96.62,236.3,16.16,65.78,85.81,19.76,1.8,15.75,52.28,2.75,17.55,6.07,172,Unhealthy,6.1,68.6,0.46,3.01,106.83,536.1
Punjab,Jhang,2014-09-01,183.46,296.7,41.87,43.11,101.39,24.22,5.18,41.11,50.72,6.72,6.22,1.89,234,Very Unhealthy,7.8,69.0,0.459,4.95,110.5,535.4
Punjab,Jhang,2014-10-01,180.77,308.05,57.92,67.52,150.7,45.29,6.46,39.2,68.28,3.77,13.52,3.82,231,Very Unhealthy,10.6,43.4,0.362,4.62,110.37,535.9
Punjab,Jhang,2014-11-01,352.69,718.73,145.5,180.0,112.18,80.0,5.69,89.13,162.12,25.0,47.62,10.23,383,Hazardous,2.2,68.0,0.474,4.36,112.74,537.2
Punjab,Jhang,2014-12-01,263.12,843.15,98.18,180.0,200.0,80.0,5.35,98.34,200.0,25.0,60.0,20.0,311,Hazardous,4.3,68.7,0.493,4.95,111.49,535.0
Punjab,Jhang,2015-01-01,397.98,548.29,74.31,156.34,200.0,60.7,5.25,42.68,149.31,5.69,34.06,2.87,419,Hazardous,4.7,68.8,0.4,3.33,113.39,549.5
Punjab,Jhang,2015-02-01,170.54,495.34,94.28,70.39,69.56,61.15,5.43,29.06,75.67,12.09,13.84,4.97,221,Very Unhealthy,7.1,49.7,0.358,5.48,114.08,544.4
Punjab,Jhang,2015-03-01,154.84,235.1,47.06,53.8,133.6,22.23,5.54,38.07,109.33,10.41,7.93,2.66,205,Very Unhealthy,9.6,40.1,0.477,6.16,115.03,544.3
Punjab,Jhang,2015-04-01,174.19,140.81,24.61,60.63,100.84,24.45,5.42,22.18,95.99,8.15,7.1,1.98,224,Very Unhealthy,10.6,45.4,0.54,4.2,111.49,547.7
Punjab,Jhang,2015-05-01,77.92,173.42,59.97,59.18,93.99,23.52,4.22,52.09,60.13,9.69,9.51,6.85,163,Unhealthy,9.4,35.0,0.454,3.9,108.54,545.9
Punjab,Jhang,2015-06-01,148.15,258.21,54.03,63.06,102.5,32.63,4.89,24.47,47.63,6.17,14.09,1.92,199,Unhealthy,15.1,57.2,0.478,4.42,112.65,545.1
Punjab,Jhang,2015-07-01,105.21,142.44,38.24,38.48,68.93,24.75,3.68,28.05,35.42,6.42,17.56,1.34,177,Unhealthy,11.4,83.8,0.482,5.37,113.41,544.9
Punjab,Jhang,2015-08-01,119.88,109.37,25.12,60.22,57.76,15.63,4.17,40.11,53.01,6.3,13.19,4.27,184,Unhealthy,14.0,61.5,0.424,3.93,109.11,543.0
Punjab,Jhang,2015-09-01,192.5,321.99,45.9,84.32,112.76,41.09,2.92,21.0,90.22,7.66,25.27,1.26,243,Very Unhealthy,7.1,78.4,0.381,6.11,112.32,549.5
Punjab,Jhang,2015-10-01,168.62,360.82,41.29,74.88,91.52,21.28,5.1,35.41,102.16,6.76,33.95,7.18,219,Very Unhealthy,8.6,47.0,0.442,5.63,111.5,544.6
Punjab,Jhang,2015-11-01,396.91,412.48,111.28,129.62,200.0,73.01,5.37,97.55,119.01,12.6,19.49,8.62,418,Hazardous,4.9,59.2,0.387,4.2,110.79,545.1
Punjab,Jhang,2015-12-01,473.34,591.3,150.0,180.0,200.0,80.0,13.08,100.0,172.23,21.16,27.63,15.64,479,Hazardous,3.7,59.9,0.506,4.69,114.04,549.2
Punjab,Jhang,2016-01-01,217.03,383.11,113.21,164.28,127.52,40.64,6.5,43.5,200.0,16.74,47.41,2.85,267,Very Unhealthy,7.7,53.0,0.435,4.6,118.08,552.7
Punjab,Jhang,2016-02-01,176.15,436.23,57.51,89.85,127.69,29.93,6.23,59.18,95.59,13.62,33.64,6.74,226,Very Unhealthy,3.7,44.6,0.457,4.18,115.77,555.5
