Federal_District,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Northwestern,Saint Petersburg,2021-11-01,44.07,72.5,36.62,41.17,58.2,7.34,2.76,22.41,42.96,3.82,17.05,3.79,122.0,Unhealthy for Sensitive Groups,11.5,82.8,0.532,0.78,80.38,8.0
Northwestern,Saint Petersburg,2021-12-01,51.64,,28.88,71.38,,9.46,2.11,33.12,94.73,3.33,10.24,5.42,141.0,Unhealthy for Sensitive Groups,11.2,84.6,0.5,-0.78,80.8,7.9
Northwestern,Saint Petersburg,2022-01-01,67.13,91.83,46.73,47.11,104.81,14.93,,33.91,46.75,2.98,24.33,3.39,157.0,Unhealthy,7.2,89.1,0.36,1.95,83.95,7.9
Northwestern,Saint Petersburg,2022-02-01,58.36,89.78,38.26,51.34,38.29,6.24,0.8,18.08,59.81,3.05,16.42,3.35,152.0,Unhealthy,11.2,80.4,0.435,2.14,82.45,7.9
Northwestern,Saint Petersburg,2022-03-01,37.67,32.46,13.89,48.6,70.95,12.16,1.66,29.72,31.12,3.11,11.26,2.48,106.0,Unhealthy for Sensitive Groups,9.0,72.9,0.442,1.81,81.36,7.9
Northwestern,Saint Petersburg,2022-04-01,17.34,63.85,,27.75,61.03,8.8,1.4,9.26,55.31,2.33,7.94,2.29,62.0,Moderate,13.6,62.2,0.631,1.96,83.44,7.9
Northwestern,Saint Petersburg,2022-05-01,10.23,49.23,12.66,19.67,40.26,,0.87,20.77,28.92,1.11,4.49,1.79,43.0,Good,13.0,56.4,0.406,0.66,82.3,7.9
Northwestern,Saint Petersburg,2022-06-01,20.64,57.61,16.66,20.28,64.88,6.84,1.0,10.32,42.51,0.84,5.5,2.45,69.0,Moderate,8.1,69.4,0.585,0.71,85.71,7.9
Northwestern,Saint Petersburg,2022-07-01,33.5,37.41,31.08,28.47,25.3,5.71,0.95,19.47,24.45,3.47,5.76,1.4,96.0,Moderate,12.9,68.3,0.578,0.23,81.44,7.9
Northwestern,Saint Petersburg,2022-08-01,17.87,37.76,12.49,25.92,47.88,8.58,1.53,17.5,43.15,2.77,2.79,2.89,63.0,Moderate,5.9,83.3,0.518,2.08,84.25,7.9
Northwestern,Saint Petersburg,2022-09-01,16.17,29.18,39.24,25.51,44.66,9.63,0.93,17.24,27.0,1.84,8.62,2.3,60.0,Moderate,11.1,82.3,0.601,1.38,83.93,7.9
Northwestern,Saint Petersburg,2022-10-01,21.69,79.55,17.91,64.31,82.02,11.73,2.23,9.65,51.19,2.48,3.1,3.93,71.0,Moderate,9.0,84.2,0.448,2.02,84.1,7.9
Northwestern,Saint Petersburg,2022-11-01,51.79,54.72,22.06,44.67,52.47,6.69,2.5,22.9,30.68,2.06,9.63,2.57,141.0,Unhealthy for Sensitive Groups,9.9,88.3,0.392,0.7,85.45,7.9
Northwestern,Saint Petersburg,2022-12-01,32.27,75.94,17.71,41.16,83.18,16.93,2.5,13.32,97.45,5.65,16.95,1.46,93.0,Moderate,6.1,87.5,0.298,1.91,84.67,7.9
Northwestern,Saint Petersburg,2023-01-01,37.67,96.05,48.25,85.99,74.18,18.18,3.24,27.69,91.36,7.54,11.28,4.53,106.0,Unhealthy for Sensitive Groups,5.6,79.7,0.441,2.09,84.24,7.9
Northwestern,Saint Petersburg,2023-02-01,25.52,77.11,32.36,69.45,88.3,8.43,3.11,28.01,92.7,2.27,17.36,0.81,79.0,Moderate,6.2,69.9,0.586,0.39,85.87,7.9
Northwestern,Saint Petersburg,2023-03-01,17.51,35.78,37.97,52.77,67.03,7.15,2.49,25.21,34.75,1.35,15.79,2.8,62.0,Moderate,9.6,70.8,0.444,-0.61,84.61,7.9
Northwestern,Saint Petersburg,2023-04-01,38.72,63.36,27.29,43.19,,11.55,1.48,20.16,56.82,3.14,9.05,0.74,109.0,Unhealthy for Sensitive Groups,16.4,57.2,0.674,1.59,81.23,7.9
Northwestern,Saint Petersburg,2023-05-01,23.56,22.45,20.19,42.49,52.65,6.36,1.26,17.64,44.16,3.19,8.42,1.22,75.0,Moderate,10.9,55.2,0.431,2.88,83.59,7.9
Northwestern,Saint Petersburg,2023-06-01,21.95,59.73,16.79,32.86,,,0.94,11.61,42.69,2.1,10.35,0.91,72.0,Moderate,5.0,60.3,0.425,-0.4,79.09,7.9
Northwestern,Saint Petersburg,2023-07-01,15.2,56.17,28.36,28.23,31.78,10.58,1.28,17.72,51.41,2.06,,1.76,58.0,Moderate,10.6,68.8,0.559,2.72,83.63,7.9
Northwestern,Saint Petersburg,2023-08-01,12.64,37.95,29.43,21.87,45.52,6.3,0.99,15.33,34.52,0.83,8.62,1.05,52.0,Moderate,5.2,83.6,0.547,2.4,85.1,7.9
Northwestern,Saint Petersburg,2023-09-01,19.25,58.42,33.35,38.93,37.95,6.38,1.5,21.01,39.7,3.99,13.0,1.05,66.0,Moderate,7.0,73.5,0.511,-0.07,81.24,7.9
Northwestern,Saint Petersburg,2023-10-01,42.34,39.17,27.09,46.78,68.82,17.33,2.28,13.91,65.74,2.16,5.64,3.53,118.0,Unhealthy for Sensitive Groups,8.8,84.8,0.386,1.28,82.6,7.9
Northwestern,Saint Petersburg,2023-11-01,39.66,75.08,47.8,51.98,80.14,15.41,2.5,13.02,73.9,2.86,8.25,3.59,111.0,Unhealthy for Sensitive Groups,4.7,93.1,0.512,1.53,87.85,7.9
Northwestern,Saint Petersburg,2023-12-01,57.35,100.97,39.33,47.47,61.89,16.22,3.35,39.57,99.56,5.86,9.85,5.39,152.0,Unhealthy,5.9,95.6,0.521,2.99,84.67,7.9
Northwestern,Saint Petersburg,2024-01-01,44.72,95.77,34.18,65.49,58.76,10.85,1.24,47.9,54.44,4.44,20.61,1.37,124.0,Unhealthy for Sensitive Groups,3.0,84.3,0.304,3.64,85.81,8.0
Northwestern,Saint Petersburg,2024-02-01,34.71,40.64,29.84,41.91,82.42,16.32,1.79,34.03,51.5,3.77,7.85,4.93,99.0,Moderate,6.4,88.1,0.524,3.89,85.58,7.9
Northwestern,Saint Petersburg,2024-03-01,40.0,29.49,42.18,32.15,40.52,6.98,0.95,26.44,72.95,3.25,11.89,4.3,112.0,Unhealthy for Sensitive Groups,6.5,66.8,0.454,1.92,83.3,7.9
Northwestern,Saint Petersburg,2024-04-01,32.52,58.67,14.85,24.91,41.23,4.19,0.67,23.51,52.74,3.82,6.95,1.37,94.0,Moderate,11.1,58.1,0.53,-0.71,83.59,7.9
Northwestern,Saint Petersburg,2024-05-01,27.85,19.56,28.29,44.98,43.36,7.37,1.1,16.3,49.69,2.08,8.12,2.84,84.0,Moderate,7.1,50.8,0.441,1.8,82.9,7.9
Northwestern,Saint Petersburg,2024-06-01,25.14,42.96,30.15,44.6,25.35,7.66,1.11,19.75,32.61,3.94,12.14,1.35,78.0,Moderate,14.6,73.0,0.401,4.17,83.37,7.9
Northwestern,Saint Petersburg,2024-07-01,22.41,59.51,14.41,27.07,19.5,12.44,1.72,6.65,36.48,2.83,7.41,1.54,73.0,Moderate,6.2,59.6,0.412,3.24,86.03,7.9
Northwestern,Saint Petersburg,2024-08-01,26.26,23.55,32.75,37.33,19.83,10.87,1.6,12.97,32.97,,2.01,1.22,81.0,Moderate,11.5,83.4,0.468,2.07,82.98,7.9
Northwestern,Saint Petersburg,2024-09-01,28.09,67.44,25.4,48.07,45.95,11.97,1.59,24.55,51.87,2.7,2.53,2.49,85.0,Moderate,6.2,73.5,0.269,2.48,81.76,7.9
Northwestern,Saint Petersburg,2024-10-01,44.84,47.32,27.46,38.45,82.72,14.16,2.3,30.26,64.66,3.17,13.97,3.87,124.0,Unhealthy for Sensitive Groups,10.6,83.3,0.519,0.56,84.99,7.9
Northwestern,Saint Petersburg,2024-11-01,47.69,82.53,17.11,60.3,83.89,16.49,1.42,27.46,58.39,5.61,15.61,3.96,131.0,Unhealthy for Sensitive Groups,14.9,84.0,0.528,3.19,87.97,7.9
Northwestern,Saint Petersburg,2024-12-01,54.39,65.79,22.25,40.07,81.6,10.42,2.76,22.0,67.14,2.57,,1.98,148.0,Unhealthy for Sensitive Groups,5.7,92.1,0.603,2.48,85.94,7.9
Northwestern,Saint Petersburg,2025-01-01,27.71,76.9,71.92,45.27,68.83,22.78,2.63,,75.78,7.7,20.54,1.12,84.0,Moderate,7.0,74.1,0.593,1.58,87.56,7.9
Northwestern,Saint Petersburg,2025-02-01,21.0,65.12,,40.13,74.81,6.09,2.33,34.96,75.43,2.68,5.57,5.14,70.0,Moderate,5.6,70.9,0.555,0.13,83.61,7.9
Northwestern,Saint Petersburg,2025-03-01,27.99,65.55,18.83,53.4,74.88,6.66,0.73,28.36,64.46,2.9,7.7,2.64,84.0,Moderate,13.0,66.9,0.556,1.6,84.57,7.9
Northwestern,Saint Petersburg,2025-04-01,19.1,49.89,25.77,29.8,41.16,10.36,1.89,13.26,26.96,0.92,9.35,2.17,66.0,Moderate,9.3,68.5,0.662,1.79,84.8,7.9
Northwestern,Saint Petersburg,2025-05-01,36.34,50.76,22.07,31.43,69.21,13.86,1.84,8.38,25.94,3.41,4.31,1.19,103.0,Unhealthy for Sensitive Groups,3.7,53.1,0.565,2.94,85.34,7.9
Northwestern,Saint Petersburg,2025-06-01,30.21,55.08,23.21,29.75,31.35,6.31,1.41,18.94,35.72,3.51,7.46,2.55,89.0,Moderate,6.1,74.1,0.589,-0.51,83.31,7.9
Northwestern,Saint Petersburg,2025-07-01,25.14,54.52,14.35,39.74,37.02,5.5,2.03,23.34,25.64,3.16,10.09,1.23,78.0,Moderate,11.4,73.9,0.57,-0.03,83.47,7.9
Northwestern,Saint Petersburg,2025-08-01,20.31,50.13,32.44,27.25,64.31,9.97,1.45,11.02,39.11,1.19,2.57,2.1,68.0,Moderate,12.2,81.5,0.301,2.89,85.73,7.9
Northwestern,Saint Petersburg,2025-09-01,18.47,40.88,29.57,26.89,25.05,5.58,1.71,18.07,50.33,1.09,11.45,3.2,64.0,Moderate,12.4,79.5,0.434,3.27,85.2,7.9
Northwestern,Saint Petersburg,2025-10-01,43.07,80.1,33.64,59.77,69.57,13.58,1.23,29.58,61.49,2.26,3.09,2.07,120.0,Unhealthy for Sensitive Groups,14.3,81.0,0.548,2.66,82.73,7.9
Northwestern,Saint Petersburg,2025-11-01,46.92,65.62,36.88,69.27,46.32,18.89,1.57,25.35,62.78,4.94,8.11,4.98,129.0,Unhealthy for Sensitive Groups,14.6,95.2,0.497,0.96,83.66,7.9
Northwestern,Saint Petersburg,2025-12-01,18.16,99.91,53.22,39.04,51.73,11.57,1.33,24.12,35.92,1.99,15.8,4.05,64.0,Moderate,10.9,85.6,0.678,2.92,87.2,7.9
Northwestern,Syktyvkar,2014-01-01,43.24,84.27,26.32,50.54,19.19,14.6,1.76,11.33,114.81,2.5,9.14,1.84,120.0,Unhealthy for Sensitive Groups,6.0,77.2,0.527,0.81,77.77,8.0
Northwestern,Syktyvkar,2014-02-01,20.16,68.05,27.66,57.14,32.93,5.86,0.89,18.68,100.26,1.83,10.68,1.57,68.0,Moderate,12.4,77.2,0.609,1.0,81.81,8.0
Northwestern,Syktyvkar,2014-03-01,32.36,39.83,18.48,34.85,22.76,4.9,0.81,10.09,77.4,2.03,3.2,1.53,94.0,Moderate,10.9,72.6,0.498,0.87,79.97,8.0
Northwestern,Syktyvkar,2014-04-01,11.95,44.49,18.69,30.09,30.06,7.28,0.7,13.6,33.11,2.06,1.14,1.6,50.0,Good,9.8,59.0,0.575,2.1,78.39,8.0
Northwestern,Syktyvkar,2014-05-01,13.27,21.65,13.13,33.17,29.71,4.73,1.28,5.97,22.89,0.35,0.86,0.97,53.0,Moderate,11.3,54.2,0.431,-1.54,82.27,8.0
Northwestern,Syktyvkar,2014-06-01,20.3,31.55,3.68,32.08,31.57,7.15,0.7,4.97,50.59,1.98,2.6,0.1,68.0,Moderate,5.5,57.3,0.736,1.19,83.22,8.0
Northwestern,Syktyvkar,2014-07-01,16.76,35.7,12.79,15.81,34.71,3.11,0.24,6.55,26.83,1.83,1.78,0.23,61.0,Moderate,3.7,69.1,0.556,3.75,81.16,8.0
Northwestern,Syktyvkar,2014-08-01,3.39,33.99,6.34,32.62,35.25,3.17,0.94,8.94,30.83,1.1,5.75,1.54,14.0,Good,7.3,71.4,0.185,4.77,80.86,8.0
Northwestern,Syktyvkar,2014-09-01,24.55,33.87,20.78,34.16,40.04,2.2,0.86,4.58,36.05,1.51,2.67,1.47,77.0,Moderate,6.6,76.8,0.482,3.48,81.95,8.0
Northwestern,Syktyvkar,2014-10-01,19.75,62.79,30.31,25.99,46.58,2.18,1.52,8.32,56.01,1.99,8.88,0.99,67.0,Moderate,4.6,88.9,0.586,1.16,81.16,8.0
Northwestern,Syktyvkar,2014-11-01,30.81,65.86,19.26,22.45,57.35,5.42,0.96,14.8,,2.98,8.4,,90.0,Moderate,6.4,79.8,0.39,0.23,82.07,8.0
Northwestern,Syktyvkar,2014-12-01,,57.31,31.74,36.82,43.27,6.78,1.75,13.51,108.17,1.89,10.69,2.8,,,4.6,92.3,0.548,1.59,78.89,8.0
Northwestern,Syktyvkar,2015-01-01,32.64,74.11,21.35,28.97,56.59,11.1,1.98,20.04,,1.47,,2.56,94.0,Moderate,4.7,78.0,0.574,2.06,79.26,8.0
Northwestern,Syktyvkar,2015-02-01,35.44,52.3,13.22,49.21,45.59,2.58,0.89,16.13,42.33,2.14,4.02,0.81,101.0,Unhealthy for Sensitive Groups,8.1,72.2,0.441,1.49,83.11,8.0
Northwestern,Syktyvkar,2015-03-01,26.44,59.7,25.17,18.94,39.89,3.53,1.07,7.55,89.23,2.47,5.54,1.98,81.0,Moderate,10.2,63.5,0.612,0.66,78.86,8.0
Northwestern,Syktyvkar,2015-04-01,23.86,23.19,13.77,23.49,23.04,4.31,1.04,8.57,56.16,2.28,4.97,0.68,76.0,Moderate,8.2,54.7,0.445,1.52,81.65,8.0
Northwestern,Syktyvkar,2015-05-01,23.21,34.51,13.18,16.78,31.56,1.91,0.68,14.98,33.46,,3.19,0.86,74.0,Moderate,13.2,48.2,0.404,0.72,78.82,8.0
Northwestern,Syktyvkar,2015-06-01,13.63,44.86,7.82,14.58,16.23,0.95,1.13,5.88,31.57,1.81,2.76,1.43,54.0,Moderate,8.8,56.9,0.523,3.06,77.7,8.0
Northwestern,Syktyvkar,2015-07-01,18.57,37.43,15.12,20.59,35.15,3.03,1.01,4.49,47.2,0.6,5.86,0.28,65.0,Moderate,12.3,62.5,0.506,-0.08,78.28,8.0
Northwestern,Syktyvkar,2015-08-01,16.61,24.57,22.78,21.91,26.35,7.42,0.67,14.23,51.16,1.86,1.73,1.13,60.0,Moderate,7.3,77.5,0.454,-1.37,81.2,8.0
Northwestern,Syktyvkar,2015-09-01,9.94,34.37,18.96,26.2,23.09,2.72,0.5,13.53,38.55,0.88,5.86,0.71,41.0,Good,11.5,71.7,0.416,1.41,79.03,8.0
Northwestern,Syktyvkar,2015-10-01,,57.54,19.16,32.14,21.42,5.46,1.49,6.43,55.69,0.93,2.48,0.98,,,11.6,91.0,0.328,2.82,82.49,8.0
Northwestern,Syktyvkar,2015-11-01,29.6,28.97,15.19,34.53,57.39,12.59,1.72,10.79,74.31,2.81,7.77,1.55,88.0,Moderate,5.7,88.7,0.328,1.75,79.67,8.0
Northwestern,Syktyvkar,2015-12-01,26.42,70.69,10.32,60.02,20.15,15.19,1.98,10.97,,2.07,3.72,2.37,81.0,Moderate,10.4,85.6,0.447,1.75,81.16,8.0
Northwestern,Syktyvkar,2016-01-01,43.89,77.1,20.69,,30.52,11.59,1.57,6.26,102.19,2.37,7.06,2.9,122.0,Unhealthy for Sensitive Groups,8.4,87.5,0.538,0.91,80.81,8.0
Northwestern,Syktyvkar,2016-02-01,33.63,54.07,28.02,32.74,41.83,2.89,1.7,15.3,95.66,1.21,9.52,1.72,96.0,Moderate,7.9,83.0,0.54,2.78,82.55,8.0
Northwestern,Syktyvkar,2016-03-01,34.16,31.73,11.66,35.31,22.04,9.34,0.76,6.31,51.73,1.98,6.53,0.25,97.0,Moderate,16.6,77.7,0.417,2.08,76.23,8.0
Northwestern,Syktyvkar,2016-04-01,15.99,41.01,18.16,13.86,25.68,2.51,0.5,13.95,48.29,0.86,4.07,0.56,59.0,Moderate,13.4,56.1,0.536,2.06,82.22,8.0
Northwestern,Syktyvkar,2016-05-01,7.73,25.99,20.78,29.95,30.88,8.89,1.18,10.86,59.79,1.7,5.19,0.49,32.0,Good,10.5,56.9,0.63,0.34,81.76,8.0
Northwestern,Syktyvkar,2016-06-01,21.12,23.08,15.41,34.9,36.02,3.42,1.04,3.95,42.8,1.37,3.49,1.14,70.0,Moderate,5.5,70.0,0.545,-0.85,80.2,8.0
Northwestern,Syktyvkar,2016-07-01,14.3,40.65,16.25,33.2,31.46,5.35,0.44,6.72,73.34,1.17,3.55,1.19,56.0,Moderate,7.8,71.1,0.584,-0.21,79.17,8.0
Northwestern,Syktyvkar,2016-08-01,13.72,28.95,9.68,28.06,39.33,5.58,1.13,8.41,45.36,0.5,4.35,0.86,54.0,Moderate,9.6,69.9,0.474,1.71,78.61,8.0
Northwestern,Syktyvkar,2016-09-01,11.98,24.99,7.23,17.52,,4.38,1.01,,45.35,1.68,7.71,0.41,50.0,Good,8.7,71.1,0.386,1.18,82.13,8.0
Northwestern,Syktyvkar,2016-10-01,33.22,61.25,22.57,20.0,37.82,7.13,0.74,12.1,65.44,1.94,4.09,0.68,95.0,Moderate,7.6,77.3,0.522,1.21,84.21,8.0
Northwestern,Syktyvkar,2016-11-01,33.5,47.76,26.58,28.05,21.09,5.92,0.82,13.91,69.79,1.03,9.52,0.46,96.0,Moderate,15.6,89.1,0.558,2.21,79.77,8.0
Northwestern,Syktyvkar,2016-12-01,23.29,64.63,,28.17,29.62,8.04,0.98,18.52,81.1,2.24,4.42,1.37,75.0,Moderate,6.4,91.9,0.564,0.27,80.61,8.0
Northwestern,Syktyvkar,2017-01-01,28.64,52.28,40.56,,62.74,8.29,1.41,12.26,,,3.17,1.3,86.0,Moderate,5.9,74.9,0.458,0.99,81.95,8.0
Northwestern,Syktyvkar,2017-02-01,35.43,54.06,27.51,36.22,27.48,4.33,1.24,14.78,76.08,1.32,7.05,1.71,101.0,Unhealthy for Sensitive Groups,10.9,84.2,0.5,2.6,80.92,8.0
Northwestern,Syktyvkar,2017-03-01,35.8,38.45,15.0,27.04,30.69,6.01,1.02,11.34,46.69,2.52,9.23,1.64,102.0,Unhealthy for Sensitive Groups,11.3,79.2,0.501,1.29,79.78,8.0
Northwestern,Syktyvkar,2017-04-01,24.75,39.01,9.7,21.94,31.19,7.01,0.65,9.33,51.99,1.68,2.52,0.6,78.0,Moderate,11.4,58.8,0.436,-0.5,79.25,8.0
Northwestern,Syktyvkar,2017-05-01,22.95,21.77,11.42,31.38,19.77,5.1,1.1,6.08,33.55,,5.31,,74.0,Moderate,9.6,64.8,0.688,0.11,79.27,8.0
Northwestern,Syktyvkar,2017-06-01,13.01,18.09,,14.95,44.67,2.32,0.5,7.31,42.03,1.63,3.12,1.63,53.0,Moderate,13.3,69.3,0.551,0.01,82.32,8.0
Northwestern,Syktyvkar,2017-07-01,17.8,,8.41,18.7,21.69,1.31,0.35,6.66,43.48,0.75,4.6,1.27,63.0,Moderate,8.6,62.3,0.677,1.58,79.23,8.0
Northwestern,Syktyvkar,2017-08-01,14.55,15.74,9.12,35.03,31.18,4.17,0.38,12.29,44.02,1.68,1.59,1.4,56.0,Moderate,7.6,83.6,0.522,1.57,80.35,8.0
Northwestern,Syktyvkar,2017-09-01,15.1,19.17,19.34,21.44,11.98,4.26,0.84,7.68,23.09,1.09,2.27,1.47,57.0,Moderate,12.5,81.3,0.451,2.12,80.3,8.0
Northwestern,Syktyvkar,2017-10-01,13.76,39.3,10.92,35.25,25.79,7.68,1.29,8.18,83.78,0.52,3.51,0.51,54.0,Moderate,12.4,77.8,0.468,-0.32,82.64,8.0
Northwestern,Syktyvkar,2017-11-01,16.69,31.3,14.58,46.02,39.68,1.71,1.87,10.69,43.2,2.26,9.51,1.91,61.0,Moderate,12.8,92.6,0.737,1.59,81.88,7.9
Northwestern,Syktyvkar,2017-12-01,34.88,26.18,32.63,52.02,41.88,,0.83,9.21,80.62,2.08,3.04,1.86,99.0,Moderate,8.0,83.1,0.522,2.38,80.0,8.0
Northwestern,Syktyvkar,2018-01-01,33.06,51.48,36.67,27.04,76.56,10.77,0.88,21.75,58.04,1.18,8.28,2.51,95.0,Moderate,4.8,83.6,0.508,1.13,81.39,7.9
Northwestern,Syktyvkar,2018-02-01,30.45,30.22,16.93,61.89,32.53,10.01,0.86,10.6,74.46,2.39,5.11,2.08,90.0,Moderate,12.8,79.0,0.471,2.0,81.73,8.0
Northwestern,Syktyvkar,2018-03-01,24.02,51.43,22.37,25.86,13.55,5.29,0.6,17.64,75.17,2.23,7.27,1.05,76.0,Moderate,15.0,72.8,0.49,2.03,81.63,8.0
Northwestern,Syktyvkar,2018-04-01,8.44,38.0,8.59,31.27,36.48,2.17,0.28,5.77,57.61,0.98,1.8,1.3,35.0,Good,10.3,60.5,0.491,-1.18,83.15,8.0
Northwestern,Syktyvkar,2018-05-01,27.04,43.3,20.58,32.11,28.82,2.35,0.99,,60.06,0.81,5.8,1.26,82.0,Moderate,4.2,54.2,0.456,3.42,81.43,8.0
Northwestern,Syktyvkar,2018-06-01,11.07,24.9,17.62,22.77,29.53,6.56,0.92,5.94,58.61,1.3,3.06,0.24,46.0,Good,12.9,71.9,0.634,2.72,83.82,8.0
Northwestern,Syktyvkar,2018-07-01,15.59,11.29,8.13,22.63,18.39,,0.6,10.27,47.94,0.56,6.54,0.8,58.0,Moderate,10.9,71.8,0.417,0.55,82.23,8.0
Northwestern,Syktyvkar,2018-08-01,19.86,28.56,13.61,,10.04,5.52,0.44,6.92,30.82,0.85,2.84,0.62,67.0,Moderate,8.8,67.9,0.488,0.59,82.33,8.0
Northwestern,Syktyvkar,2018-09-01,16.21,22.33,5.9,32.96,48.49,6.53,0.97,3.69,31.84,0.98,3.35,0.94,60.0,Moderate,12.6,85.5,0.311,1.37,79.42,8.0
Northwestern,Syktyvkar,2018-10-01,19.53,28.44,19.36,39.77,41.28,7.39,1.25,10.86,48.47,1.33,3.22,1.67,67.0,Moderate,13.3,80.2,0.472,0.16,81.58,8.0
Northwestern,Syktyvkar,2018-11-01,28.96,55.74,23.27,26.51,,9.33,1.44,,105.97,2.53,7.13,1.71,86.0,Moderate,10.2,86.5,0.521,-0.33,81.28,8.0
Northwestern,Syktyvkar,2018-12-01,9.91,63.45,24.29,20.72,23.16,7.74,1.81,,88.99,2.51,5.97,2.36,41.0,Good,7.1,91.6,0.481,1.95,81.16,8.0
Northwestern,Syktyvkar,2019-01-01,29.21,51.36,32.38,45.76,68.17,13.77,1.36,11.14,99.55,2.77,4.0,,87.0,Moderate,9.7,83.8,0.484,2.27,83.11,8.0
Northwestern,Syktyvkar,2019-02-01,43.18,50.79,20.31,33.39,61.83,9.01,,20.13,98.49,0.98,5.62,1.85,120.0,Unhealthy for Sensitive Groups,5.8,77.0,0.319,0.94,81.67,8.0
Northwestern,Syktyvkar,2019-03-01,23.27,41.26,14.04,36.13,30.47,2.99,0.97,13.87,57.01,1.94,3.41,1.47,74.0,Moderate,14.5,79.9,0.514,-0.92,81.67,8.0
Northwestern,Syktyvkar,2019-04-01,22.7,51.98,15.22,17.62,38.54,5.22,0.69,7.87,34.7,0.5,5.37,1.61,73.0,Moderate,9.9,68.7,0.621,1.33,82.17,8.0
Northwestern,Syktyvkar,2019-05-01,15.33,18.67,,,22.5,2.66,0.89,13.94,57.94,0.4,,1.03,58.0,Moderate,12.2,60.1,0.432,2.29,84.4,8.0
Northwestern,Syktyvkar,2019-06-01,14.78,35.96,6.51,16.61,24.43,0.5,0.44,8.7,36.46,0.47,3.0,1.37,57.0,Moderate,6.1,52.8,0.383,1.57,84.32,8.0
Northwestern,Syktyvkar,2019-07-01,,26.13,14.57,28.95,29.3,8.04,0.34,7.94,72.04,,6.57,0.67,,,4.8,69.6,0.494,-0.75,80.67,8.0
Northwestern,Syktyvkar,2019-08-01,7.99,28.46,8.0,19.56,30.93,6.06,0.89,3.99,40.6,1.46,3.21,0.56,33.0,Good,10.9,68.2,0.427,2.87,83.19,8.0
Northwestern,Syktyvkar,2019-09-01,21.05,35.25,14.74,31.58,26.26,5.05,0.85,11.6,,0.46,3.83,1.21,70.0,Moderate,6.7,71.8,0.709,2.14,83.32,8.0
Northwestern,Syktyvkar,2019-10-01,28.05,39.2,22.63,37.64,15.14,7.65,0.9,7.25,41.48,2.52,7.53,1.91,85.0,Moderate,10.8,86.1,0.535,3.54,83.3,8.0
Northwestern,Syktyvkar,2019-11-01,35.53,35.89,19.91,40.72,50.09,2.8,0.68,15.99,75.7,2.92,4.76,,101.0,Unhealthy for Sensitive Groups,13.1,85.0,0.454,0.72,79.12,8.0
Northwestern,Syktyvkar,2019-12-01,13.33,38.02,17.18,44.1,42.88,9.01,1.58,6.06,101.31,1.49,9.84,2.21,54.0,Moderate,5.9,87.2,0.652,3.02,80.26,8.0
Northwestern,Syktyvkar,2020-01-01,32.43,44.78,20.35,59.54,70.44,10.27,0.7,24.53,76.96,,12.48,2.96,94.0,Moderate,10.9,81.1,0.487,3.14,84.73,8.0
Northwestern,Syktyvkar,2020-02-01,22.82,41.86,33.17,50.85,62.07,3.04,0.47,19.66,56.26,3.49,10.17,0.62,74.0,Moderate,9.2,76.0,0.595,0.21,79.56,7.9
Northwestern,Syktyvkar,2020-03-01,19.98,55.8,16.2,18.91,,7.79,1.32,15.48,81.52,1.75,5.46,1.55,68.0,Moderate,5.2,70.0,0.472,-1.17,80.81,7.9
Northwestern,Syktyvkar,2020-04-01,12.77,23.05,6.39,18.8,10.58,3.04,0.58,4.52,34.76,0.87,2.65,0.55,52.0,Moderate,7.9,61.5,0.541,3.34,79.81,8.0
Northwestern,Syktyvkar,2020-05-01,12.75,11.67,1.89,6.17,26.77,3.06,0.12,9.68,35.84,0.39,4.49,0.25,52.0,Moderate,8.3,62.4,0.492,-0.23,82.82,8.0
Northwestern,Syktyvkar,2020-06-01,12.73,29.31,6.16,13.51,12.83,2.12,0.9,5.45,,1.02,1.48,1.19,52.0,Moderate,4.7,70.3,0.315,4.42,85.38,8.0
Northwestern,Syktyvkar,2020-07-01,8.59,30.41,14.62,22.78,26.04,4.16,0.72,5.99,,1.86,2.6,0.9,36.0,Good,7.3,60.7,0.604,1.18,81.74,7.9
Northwestern,Syktyvkar,2020-08-01,8.31,23.79,16.52,31.92,13.47,7.82,0.49,11.51,62.9,1.73,3.67,0.95,35.0,Good,3.5,69.7,0.532,1.81,85.86,7.9
Northwestern,Syktyvkar,2020-09-01,8.73,29.61,16.76,31.57,36.65,3.12,1.09,11.82,26.94,2.17,2.42,1.08,36.0,Good,4.8,72.3,0.302,1.94,82.12,8.0
Northwestern,Syktyvkar,2020-10-01,27.68,22.75,12.95,38.03,46.0,4.68,1.22,5.64,,0.74,8.9,0.69,84.0,Moderate,5.5,84.9,0.513,2.98,80.48,7.9
Northwestern,Syktyvkar,2020-11-01,24.51,36.23,12.35,45.36,20.82,8.79,0.43,,59.79,2.27,3.0,0.49,77.0,Moderate,13.1,94.3,0.446,2.33,85.47,8.0
